Text,Category,Score,Label
"['ahbap', 'kurucu', 'başkan', 'haluk', 'levent', 'dün', 'antalya', 'ver', 'konser', 'sonra', 'hastane', 'kal', 'hastane', 'ol', 'levent', 'sağlık', 'durum', 'iyi', 'ol', 'öğren']",entertainment,0.9186,pozitif
"['kadir', 'ezildi', 'hayran', 'sevin', 'haber']",entertainment,0.4588,pozitif
"['renkli', 'kişilik', 'temizlik', 'tutku', 'kısa', 'süre', 'ad', 'tüm', 'türkiye', 'duyur', 'fenomen', 'sunuç', 'kadir', 'ezildi', 'hayran', 'sevin', 'haber', 'gel']",entertainment,0.6124,pozitif
"['veli', 'ere', 'yıl', 'dir', 'iz', 'yok']",other,-0.25,negatif
"['eğlen', 'için', 'izmir', 'alaçatı', 'git', 'temmuz', 'ten', 'beri', 'kendi', 'haber', 'al', 'vel', 'er', 'ata', 'kaybol', 'üzer', 'yıl', 'geç', 'yer', 'ara', 'ata', 'izin', 'rastlan', 'acılı', 'anne', 'ebru', 'atay', 'iş', 'ihbar', 'kal', 'de']",other,-0.9432,negatif
"['profesör', 'için', 'kayıp', 'başvuru']",other,0.0,nötr
"['eskişehir', 'teknik', 'üniversite', 'öğretim', 'görevli', 'prof', 'dr', 'bekir', 'kara', 'gün', 'i', 'haber', 'al', 'aile', 'kayıp', 'başvuru', 'üzer', 'kara', 'için', 'aram', 'çalış', 'başla']",other,-0.875,negatif
"['real', 'madri', 'ara', 'gü', 'karar']",sports,0.0,nötr
"['ispanyol', 'bas', 'ara', 'gü', 'real', 'madri', 'ki', 'gelecek', 'ilgili', 'flaş', 'haber', 'yap', 'öte', 'yan', 'tffnin', 'hazırla', 'özel', 'video', 'ara', 'gü', 'telefon', 'gel', 'mesaj', 'sosyal', 'medya', 'salla']",sports,-0.4588,negatif
"['yara', 'oğul', 'biz', 'bağışla']",other,0.0,nötr
"['eş', 'tolga', 'savaç', 'ani', 'vefat', 'sar', 'yazar', 'nermin', 'Bezmen', 'oğul', 'yoğun', 'bakım', 'ol', 'duy', 'dua', 'iste', 'ünlü', 'isim', 'oğul', 'cazım', 'bezme', 'müjde', 'li', 'haber', 'gel']",other,-0.4588,negatif
"['fenerbahçe', 'moise', 'kean', 'kötü', 'haber']",sports,0.0,nötr
"['fiorentina', 'juventus', 'moise', 'keani', 'kadro', 'kat', 'üzere', 'ol', 'ön', 'sür', 'kean', 'ad', 'fenerbahçe', 'an']",sports,-0.7184,negatif
"['zonguldaktan', 'kötü', 'haber', 'cansız', 'beden', 'ulaş']",other,-0.25,negatif
"['zonguldak', 'deniz', 'kaybol', 'kişi', 'cansız', 'beden', 'ulaş']",other,-0.4588,negatif
"['aan', 'öncülük', 'hazırla', 'yeşil', 'hat', 'çevre', 'sergi', 'ankara', 'aç']",other,0.25,pozitif
"['aa', 'öncülük', 'ispanyol', 'efe', 'haber', 'ajan', 'italyan', 'ansa', 'ajan', 'yunanistan', 'haber', 'ajansı', 'amna', 'katkı', 'hazırla', 'iklim', 'değişiklik', 'çevre', 'konu', 'el', 'al', 'yeşil', 'hat', 'çevre', 'isim', 'li', 'fotoğraf', 'sergi', 'başkent', 'ankara', 'aç', 'anadolu']",other,0.8402,pozitif
"['pençekilit', 'acı', 'haber', 'gel']",other,0.25,pozitif
"['milli', 'savun', 'bakanlık', 'pençe', 'kilit', 'operasyon', 'bölge', 'aram', 'tarama', 'faaliyet', 'esna', 'eyp', 'patla', 'sonuç', 'yarala', 'gülhan', 'eğitim', 'araştır', 'hastane', 'tedavi', 'devam', 'et', 'piya', 'yarbay', 'demirka', 'yap', 'tüm', 'müdahale', 'rağmen', 'kurtar']",other,-0.9001,negatif
"['cinsiyet', 'değiş', 'kötü', 'haber', 'başvuru', 'reddet']",other,-0.4588,negatif
"['cinsiyet', 'değiş', 'ameliyat', 'sonra', 'yaşa', 'olay', 'gündem', 'ol', 'cinsiyet', 'değiş', 'kadın', 'ol', 'kişi', 'sosyal', 'sigorta', 'kurum', 'başvur', 'öl', 'baba', 'maaş', 'al', 'için', 'ver', 'dilekçe', 'gel', 'cevap', 'merak', 'uyan']",other,-0.8402,negatif
"['fenerbahçeli', 'kötü', 'haber', 'lugano', 'bilet', 'sat']",sports,-0.4588,negatif
"['uefa', 'şampiyona', 'lig', 'elem', 'tur', 'fenerbahçe', 'rakip', 'lugano', 'türk', 'taraftar', 'bilet', 'sat', 'duy']",sports,-0.6124,negatif
"['ancelotti', 'kötü', 'haber', 'e', 'yok']",sports,-0.25,negatif
"['carlo', 'ancelotti', 'çalış', 'real', 'madrit', 'tecrübeli', 'yıldız', 'david', 'alaba', 'sakatlık', 'beklenen', 'kötü', 'çık', 'david', 'alaba', 'e', 'forma', 'giy', 'konuş']",sports,0.7184,pozitif
"['baraj', 'göl', 'kaybol', 'genç', 'acı', 'haber', 'gel']",other,-0.25,negatif
"['adana', 'dün', 'yüzmek', 'için', 'gir', 'seyhan', 'baraj', 'göl', 'kaybol', 'muharrem', 'akkoç', 'cansız', 'beden', 'ulaş']",other,-0.7906,negatif
"['konya', 'yürek', 'yak', 'haber', 'alev', 'içeri', 'kal']",other,0.0,nötr
"['konyanın', 'kul', 'ilçe', 'ev', 'çık', 'yangı', 'kişi', 'yaşam', 'yitir']",other,-0.25,negatif
"['deniz', 'gir', 'polis', 'memur', 'acı', 'haber']",other,-0.4588,negatif
"['sarı', 'kuzen', 'birlikte', 'deniz', 'gir', 'polis', 'memur', 'numan', 'çebi', 'akıntı', 'kap', 'sonuç', 'boğ', 'hayat', 'kaybet', 'kurtar', 'kuzen', 'serdar', 'kocaman', 'i', 'kal', 'hastane', 'yoğun', 'bakım', 'sevi', 'tedavi', 'alt', 'al']",other,-0.25,negatif
"['batman', 'haber', 'al', 'öğretmen', 'ev', 'ölü', 'bulun']",other,-0.25,negatif
"['batman', 'süre', 'i', 'kendi', 'haber', 'al', 'yaş', 'ki', 'öğretmen', 'ev', 'ölü', 'bulun']",other,0.0,nötr
"['son', 'dakika', 'servet', 'yardımcı', 'tff', 'başkanlık', 'için', 'adaylık', 'çek', 'açıkla']",sports,-0.7184,negatif
"['türkiye', 'futbol', 'federasyon', 'yap', 'ol', 'başkanlık', 'seçim', 'için', 'önce', 'adaylık', 'açıkla', 'servet', 'yardımcı', 'karar', 'değiş', 'duy']",sports,0.0,nötr
"['son', 'hava', 'durum', 'tahmin', 'il', 'il', 'yayınla', 'hafta', 'son', 'haziran', 'hava', 'nasıl', 'ol', 'meteoroloji', 'istanbula', 'son', 'dakika', 'yağış', 'uyarı']",other,-0.8402,negatif
"['son', 'dakika', 'hava', 'durum', 'tahmin', 'il', 'il', 'meteoroloji', 'taraf', 'yayınla', 'ülke', 'il', 'hava', 'sıcaklık', 'haziran', 'ay', 'mevsim', 'normal', 'üzer', 'seyret', 'hafta', 'orta', 'itibaren', 'sıcaklık', 'düş', 'meteoroloji', 'genel', 'müdürlük', 'son', 'hava']",other,-0.9325,negatif
"['son', 'dakikatansiyon', 'an', 'yüksel', 'hizbullahtan', 'israi', 'rest', 'nasrallah', 'vur', 'yer', 'hedef', 'al']",politics,-0.7184,negatif
"['israil', 'ordu', 'gazze', 'şer', 'yönelik', 'hava', 'deniz', 'kara', 'saldırı', 'gün', 'devam', 'et', 'idfin', 'gece', 'boyunca', 'gazze', 'şer', 'düzenle', 'saldırı', 'sayı', 'filistinli', 'hayat', 'kaybet', 'lübnanisrail', 'cephe', 'tansiyon', 'yüks']",politics,-0.9638,negatif
"['lgs', 'tercih', 'son', 'dakika', 'ayar']",other,0.4588,pozitif
"['lise', 'geçiş', 'sistem', 'lgs', 'maraton', 'son', 'etap', 'ol', 'yerleş', 'süreç', 'sınav', 'hazırlık', 'gibi', 'aday', 'zorla', 'dönem', 'haziran', 'başla', 'tercih', 'süreç', 'yarın', 'son', 'er', 'tercih', 'liste', 'mutlaka', 'okul', 'yönetim', 'onayla', 'gerek', 'hatır']",other,0.8402,pozitif
"['kontrol', 'et', 'kesinlik', 'dışarı', 'çık', 'en', 'hava', 'sıcaklık', 'önem', 'li', 'uv', 'indek', 'si', 'anla', 'gel', 'hangi', 'say', 'ifade', 'et']",other,0.4588,pozitif
"['son', 'dönem', 'meteoroloji', 'bülten', 'hava', 'takip', 'uygulama', 'sıklık', 'karşım', 'çık', 'kavram', 'var', 'uv', 'indek', 'si', 'özellikle', 'iç', 'bulun', 'yaz', 'ay', 'uv', 'inde', 'ks', 'değer', 'kontrol', 'et', 'dışarı', 'çık', 'gerek', 'peki', 'uv', 'indek', 'si', 'alt', 'gör']",other,0.25,pozitif
"['son', 'dakika', 'trump', 'kongre', 'yakın', 'panik']",politics,-0.6124,negatif
"['abdn', 'milwaukee', 'kent', 'düzenle', 'cumhuriyetçi', 'parti', 'ulusal', 'kongre', 'yakın', 'poli', 'kişi', 'vur', 'öl', 'bil']",politics,-0.7906,negatif
"['son', 'dakika', 'haber', 'cumhurbaşkanı', 'erdoğan', 'abdde']",politics,0.0,nötr
"['son', 'dakika', 'haber', 'cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'nato', 'devlet', 'hükümet', 'başkan', 'zirve', 'kat', 'üzere', 'özel', 'uçak', 'i', 'abdn', 'başkent', 'washington', 'git']",politics,-0.7184,negatif
"['son', 'dakika', 'cumhurbaşkanı', 'erdoğandan', 'önem', 'li', 'açıkla']",politics,-0.25,negatif
"['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'polis', 'akade', 'mezuniyet', 'tören', 'açıklama', 'bulun', 'ekonom', 'zarar', 'ver', 'izin', 'ver', 'de', 'erdoğan', 'cihan', 'imparatorluk', 'bakiye', 'üzer', 'kur', 'türkiye', 'gibi', 'devlet', 'ırkçı', 'lümpen', 'faşizm']",politics,-0.9186,negatif
"['yökdil', 'başvuru', 'son', 'dakika', 'başla']",other,0.0,nötr
"['ösym', 'son', 'dakika', 'duyu', 'yökdil', 'başvuru', 'başla', 'duyur', 'yükseköğretim', 'kurum', 'yabancı', 'dil', 'sınav', 'yökdil', 'başvuru', 'temmuz', 'tarih', 'son', 'er', 'aday', 'başvuru', 'yap', 'için', 'ösym', 'ais', 'ekran', 'ziyaret', 'et', 'peki', 'yökdil', 'başvuru', 'Na']",other,0.7184,pozitif
"['sadece', 'dakika', 'iç', 'vücut', 'fonksiyon', 'tamamen', 'kaybol', 'sıcak', 'çarp', 'bak', 'ölüm', 'nasıl', 'sebep', 'ol']",other,-0.8402,negatif
"['sıcak', 'çarp', 'vücut', 'nasıl', 'yavaş', 'yavaş', 'yok', 'et', 'sadece', 'dakika', 'iç', 'organ', 'yetmezlik', 'ol', 'uzman', 'detay', 'detay', 'anlat']",other,-0.875,negatif
"['gün', 'etraf', 'gülücük', 'dağıt', 'dur', 'görün', 'iyi', 'değil']",other,-0.4588,negatif
"['dünya', 'dört', 'yan', 'hemen', 'dakika', 'takım', 'olay', 'ol', 'üstelik', 'bazı', 'tarih', 'gidiş', 'değiş', 'tür', 'hiçbiri', 'ingiliz', 'kraliyet', 'aile', 'gel', 'ülke', 'gelecek', 'ki', 'kraliçe', 'kate', 'middleton', 'konuş', 'akıl', 'kal']",other,-0.8402,negatif
"['son', 'dakika', 'istanbul', 'toplu', 'taşıma', 'indirimli', 'kart', 'yaş', 'sınır']",politics,0.25,pozitif
"['ibb', 'mecli', 'temmuz', 'ayı', 'olağan', 'toplantı', 'üncü', 'gerçekleş', 'istanbul', 'toplu', 'taşıma', 'öğrenci', 'indirim', 'yaş', 'sınır', 'getir', 'ibb', 'mecli', 'al', 'karar', 'yaş', 'gün', 'al', 'öğrenci', 'indirim', 'oran', 'yüz', 'düşür']",politics,-0.7184,negatif
"['son', 'dakika', 'hande', 'fırat', 'yaz', 'nato', 'zirve', 'türkiye', 'kazanım']",politics,0.25,pozitif
"['naton', 'washington', 'yap', 'zirve', 'sonuç', 'bildirge', 'açıkla', 'türkiye', 'önem', 'ver', 'konu', 'zirve', 'sonuç', 'bildirge', 'yansı', 'gör', 'diplomatik', 'kaynak', 'naton', 'zirve', 'türkiye', 'yap', 'dikkat', 'çek', 'türkiye']",politics,-0.8402,negatif
"['son', 'dakika', 'yeni', 'ata', 'karar', 'resmi', 'gazete', 'yayımla']",politics,0.4588,pozitif
"['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'imza', 'yeni', 'ata', 'karar', 'resmi', 'gazete', 'yayımla', 'metin', 'kıratlı', 'anayasa', 'mahkeme', 'üyelik', 'hak', 'sus', 'cumhurbaşkanlığı', 'idari', 'iş', 'başkanlık', 'at']",politics,-0.7184,negatif
"['son', 'dakika', 'msb', 'terörist', 'etkisiz', 'hal', 'getir']",other,-0.4588,negatif
"['mili', 'savun', 'bakanlık', 'msb', 'yap', 'açıkla', 'irak', 'suriye', 'kuzey', 'terörist', 'etkisiz', 'hal', 'getir', 'bil']",other,-0.7906,negatif
"['son', 'dakika', 'kripto', 'varlık', 'ilişkin', 'düzenle', 'içer', 'kan', 'teklif', 'yasalaş']",politics,-0.6124,negatif
"['son', 'dakika', 'haber', 'göre', 'kripto', 'varlık', 'ilişkin', 'düzenle', 'içer', 'sermaye', 'piyasa', 'kanun', 'değişiklik', 'yap', 'dair', 'kan', 'teklif', 'tbmm', 'genel', 'kurul', 'kabul', 'et', 'yasalaş']",politics,-0.4588,negatif
"['son', 'dakika', 'resmi', 'gazete', 'yayımla', 'ehliyet', 'sınav', 'yeni', 'düzenle']",other,0.25,pozitif
"['özel', 'motorlu', 'taşıt', 'sürücü', 'kursu', 'yönetmelik', 'değişiklik', 'yap', 'dair', 'yönetmelik', 'resmi', 'gazete', 'yayımla', 'yeni', 'düzenle', 'göre', 'sürüç', 'belge', 'sınav', 'başka', 'yer', 'giren', 'gir', 'teşebbüs', 'eden', 'kendi', 'yer', 'başka', 'sınav']",other,-0.7184,negatif
"['son', 'dakika', 'msb', 'duy', 'pkklı', 'terörist', 'etkisiz', 'hal', 'getir']",other,-0.6124,negatif
"['milli', 'savun', 'bakanlık', 'msb', 'yap', 'açıkla', 'irak', 'kuzey', 'ki', 'hakurk', 'gara', 'pençekilit', 'operasyon', 'bölge', 'tespit', 'et', 'pkklı', 'terörist', 'suriye', 'kuzey', 'ki', 'barış', 'pınar', 'bölge', 'ki', 'pkkypgli', 'terörist', 'etkisiz', 'hal', 'getir']",other,-0.9186,negatif
"['son', 'dakika', 'dilan', 'engin', 'polat', 'çift', 'tutuklan', 'soruşturma', 'tamamla']",entertainment,0.25,pozitif
"['istanbul', 'merkezli', 'ilde', 'düzenle', 'operasyon', 'ardından', 'dilan', 'polat', 'eş', 'engin', 'polat', 'tutuklan', 'soruşturma', 'tamamla', 'iddiana', 'hazırla', 'soruşturma', 'savcılık', 'hazırla', 'iddianame', 'şüpheli', 'suç', 'kaynakla', 'mal', 'varlık', 'değer']",entertainment,-0.8402,negatif
"['son', 'dakika', 'tbmmde', 'temmuz', 'tören', 'numan', 'kurtul', 'önem', 'li', 'açıkla']",politics,-0.25,negatif
"['son', 'dakika', 'haber', 'tbmm', 'başkan', 'numan', 'kurtul', 'temmuz', 'demokras', 'millî', 'birlik', 'gün', 'anma', 'tören', 'açıklama', 'bulun', 'kurtul', 'yap', 'açıkla', 'demokrasi', 'ol', 'yer', 'insan', 'hak', 'özgürlük', 'ol', 'mümkün', 'değil', 'demokras']",politics,0.25,pozitif
"['son', 'dakika', 'msb', 'duy', 'terörist', 'etkisiz', 'hal', 'getir']",other,-0.6124,negatif
"['milli', 'savun', 'bakanlık', 'yap', 'açıkla', 'suriye', 'kuzey', 'ki', 'fırat', 'kalkan', 'bölge', 'pkkypgli', 'terörist', 'pençekilit', 'operasyon', 'bölge', 'pkklı', 'terörist', 'etkisiz', 'hal', 'getir', 'bil']",other,-0.9186,negatif
"['son', 'dakika', 'manisa', 'korkut', 'deprem', 'çevre', 'il', 'hisset']",other,-0.4588,negatif
"['afad', 'manisa', 'soma', 'ilçe', 'büyüklük', 'deprem', 'ol', 'duy', 'deprem', 'bursa', 'çanakkale', 'izmir', 'balıkesir', 'hisset', 'deprem', 'uzman', 'prof', 'dr', 'şükrü', 'ersoy', 'cin', 'türk', 'canlı', 'yayın', 'soma', 'meydan', 'gel', 'depre', 'değerlen', 'prof', 'ersoy']",other,-0.6124,negatif
"['son', 'dakika', 'bakan', 'özhas', 'ki', 'sağlık', 'sorun', 'neden', 'görev', 'afıf', 'iste']",politics,-0.7184,negatif
"['çevre', 'şehircilik', 'iklim', 'değişiklik', 'bakan', 'mehmet', 'özhase', 'ki', 'sağlık', 'sorun', 'neden', 'görev', 'afıf', 'iste', 'cumhurbaşkanı', 'erdoğan', 'ilet', 'duy']",politics,-0.9001,negatif
"['son', 'dakika', 'haber', 'yeni', 'sağlık', 'bakan', 'kemal', 'memişoğlun', 'ilk', 'açıkla']",politics,0.6124,pozitif
"['sağlık', 'bakan', 'fahrett', 'koca', 'görev', 'afıf', 'iste', 'koca', 'yer', 'atan', 'kemal', 'memişoğlu', 'ilk', 'açıklama', 'yap', 'bakan', 'memişoğlu', 'açıklama', 'vatan', 'millet', 'için', 'onurlu', 'görev', 'ben', 'layık', 'gör', 'için', 'sayın', 'cumhurbaşkanı', 'şükran', 'arz', 'et']",politics,-0.6124,negatif
"['son', 'dakika', 'haber', 'bakan', 'yerlikaya', 'kayseri', 'paylaşım', 'ilişkin', 'açıkla']",politics,-0.4588,negatif
"['kayseri', 'meydan', 'gel', 'olay', 'ilgili', 'yeni', 'açıkla', 'yap', 'içiş', 'bakan', 'ali', 'yerlika', 'hesap', 'ilgili', 'soruşturma', 'başla', 'belir']",politics,0.7184,pozitif
"['bakış', 'yasa', 'görüş', 'vekil', 'gönder']",other,0.25,pozitif
"['keres', 'fabrika', 'ki', 'yangı', 'sön', 'bursa', 'itfaiye', 'görevli', 'duman', 'ara', 'gel', 'inle', 'duy']",other,-0.7906,negatif
"['son', 'dakika', 'msb', 'acı', 'haber', 'duy', 'pençe', 'kilit', 'asker', 'şehit', 'ol']",other,-0.6124,negatif
"['son', 'dakika', 'haber', 'göre', 'milli', 'savun', 'bakanlık', 'pençe', 'kilit', 'bölge', 'ki', 'saldırı', 'uzman', 'çavuş', 'cebrail', 'acar', 'şehit', 'ol', 'terörist', 'öl', 'açıklama', 'yap']",other,-0.25,negatif
"['yaş', 'alt', 'kanser', 'vaka', 'hız', 'art', 'tanı', 'onkolog', 'kanser', 'risk', 'azal', 'için', 'uygula', 'dört', 'kural', 'anlat']",other,-0.7906,negatif
"['kanser', 'teşhis', 'tedavi', 'ad', 'son', 'yıl', 'at', 'önem', 'li', 'adım', 'hayat', 'kal', 'oran', 'kayda', 'değer', 'iyileş', 'sağla', 'madalyon', 'yüz', 'bak', 'özellikle', 'yaş', 'altı', 'birey', 'ki', 'vaka', 'sayı', 'yüz', 'lik', 'artış', 'ol', 'gör']",other,-0.7184,negatif
"['tuzla', 'otluk', 'alan', 'yangı']",other,0.0,nötr
"['son', 'dakika', 'istanbul', 'tuzla', 'ormanlık', 'alan', 'yangı', 'çık', 'alev', 'sayı', 'ekip', 'müdahale', 'et']",other,-0.4588,negatif
"['cumhurbaşkanı', 'erdoğandan', 'pezeşkiyan', 'telefon']",politics,0.0,nötr
"['son', 'dakika', 'cumhurbaşkanı', 'erdoğan', 'iran', 'cumhurbaşkanı', 'seç', 'pezeşkiyan', 'ara', 'kutla', 'erdoğan', 'mevkidaş', 'başarı', 'dile']",politics,-0.4588,negatif
"['yargı', 'paket', 'son', 'durum']",politics,-0.4588,negatif
"['yargı', 'paket', 'hak', 'ki', 'son', 'durum', 'gündemdek', 'yer', 'koru', 'devam', 'et', 'ceza', 'indir', 'son', 'dakika', 'geliş', 'yakın', 'takip', 'et', 'vatandaş', 'göz', 'adalet', 'bakanlık', 'yap', 'açıkla', 'peki', 'yargı', 'paket', 'zaman', 'çık', 'madde', 'ne']",politics,-0.7906,negatif
"['erzur', 'sel', 'heyelan']",other,-0.4588,negatif
"['son', 'dakika', 'haber', 'erzur', 'yoğun', 'yağış', 'heyelan', 'sel', 'beraber', 'getir', 'orta', 'korkut', 'görüntü', 'çık']",other,-0.6124,negatif
"['cumhurbaşkanı', 'erdoğan', 'abdde']",politics,-0.25,negatif
"['son', 'dakika', 'haber', 'nato', 'devlet', 'hükümet', 'başkan', 'zirve', 'kat', 'ol', 'cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'heyet', 'taşı', 'uçak', 'washington', 'in']",politics,-0.7184,negatif
"['mevsim', 'normal', 'derece', 'üzer', 'sıcak', 'ol']",other,-0.6124,negatif
"['hava', 'durum', 'son', 'dakika', 'meteoroloji', 'al', 'son', 'bilgi', 'göre', 'bugün', 'bölge', 'sağanak', 'yağış', 'bekle', 'sıcaklık', 'i', 'mevsim', 'normal', 'üzer', 'seyret', 'il', 'bekle', 'sıcaklık', 'hava', 'durum']",other,-0.9517,negatif
"['dat', 'ce', 'merkez', 'lik', 'deprem']",other,0.0,nötr
"['son', 'dakika', 'muğla', 'datça', 'ilçe', 'saat', 'te', 'büyüklük', 'deprem', 'meydan', 'gel', 'depre', 'kilometre', 'derinlik', 'meydan', 'gel', 'belirle']",other,0.6124,pozitif
"['suikast', 'girişim', 'saat', 'sonra', 'görüntülen']",politics,0.0,nötr
"['son', 'dakika', 'haber', 'abd', 'başkan', 'aday', 'donald', 'trump', 'suikast', 'girişim', 'uğra', 'saat', 'sonra', 'özel', 'jet', 'in', 'gör']",politics,0.0,nötr
"['sinan', 'ateş', 'dava', 'mütalaa', 'açıkla']",politics,-0.25,negatif
"['son', 'dakika', 'geliş', 'sinan', 'ateş', 'dava', 'mütalaa', 'açıkla', 'savcı', 'sanık', 'beraat', 'iste', 'duruşma', 'eylül', 'ertele']",politics,-0.7906,negatif
"['bingöl', 'orman', 'yangın', 'çık']",other,-0.25,negatif
"['son', 'dakika', 'bingölün', 'genç', 'kiğı', 'ilçe', 'orman', 'yangı', 'çık', 'alev', 'sayı', 'ekip', 'taraf', 'müdahale', 'et']",other,-0.8402,negatif
"['son', 'deprem', 'liste']",other,-0.25,negatif
"['afad', 'kandilli', 'son', 'deprem', 'liste', 'güncel', 'olarak', 'duyur', 'irili', 'ufaklı', 'sarsıntı', 'dahil', 'hisset', 'vatandaş', 'önce', 'deprem', 'mi', 'ol', 'nere', 'kaç', 'büyüklük', 'soru', 'yanıt', 'ara', 'afad', 'kandilli', 'rasathane', 'anlık', 'olarak', 'paylaş', 'en', 'son', 'k']",other,0.25,pozitif
"['bodrum', 'orman', 'yangı', 'çık', 'müdahale', 'et']",other,-0.25,negatif
"['son', 'dakika', 'haber', 'muğla', 'Bodrum', 'ilçe', 'çık', 'orman', 'yangı', 'hava', 'kara', 'müdahale', 'et', 'yangı', 'ilgili', 'incele', 'başla']",other,-0.7906,negatif
"['silivri', 'otluk', 'alan', 'yangı', 'ev', 'sıçra']",other,-0.4588,negatif
"['son', 'dakika', 'haber', 'istanbul', 'silivri', 'otluk', 'alan', 'yangı', 'çık', 'kısa', 'süre', 'büyü', 'çevre', 'ki', 'bazı', 'ev', 'sıçra', 'yangı', 'müdahale', 'et']",other,-0.9001,negatif
"['izim', 'korku', 'dolu', 'anla']",other,-0.25,negatif
"['son', 'dakika', 'haber', 'izmir', 'gaziemir', 'ormanlık', 'alan', 'yangı', 'çık', 'yerleşim', 'yer', 'yakın', 'alan', 'çık', 'yangı', 'müdahale', 'et']",other,-0.6124,negatif
"['park', 'silahlı', 'saldır', 'tutukla']",other,0.0,nötr
"['adana', 'son', 'dakika', 'çatış', 'haber', 'gel', 'devam', 'et', 'park', 'meydan', 'gel', 'silahlı', 'saldırı', 'ilgili', 'kişi', 'tutukla']",other,0.4588,pozitif
"['kahramanmaraş', 'deprem']",other,-0.25,negatif
"['son', 'dakika', 'deprem', 'haber', 'yakın', 'takip', 'et', 'ülke', 'deprem', 'riski', 'alt', 'ki', 'bölge', 'sıklık', 'hisset', 'son', 'deprem', 'afad', 'kandilli', 'rasathane', 'çalış', 'anbean', 'paylaş', 'haziran', 'pazar', 'gün', 'türkiye', 'meydan', 'gel']",other,-0.875,negatif
"['yargı', 'paket', 'son', 'durum']",other,-0.4588,negatif
"['yargı', 'paket', 'son', 'dakika', 'geliş', 'yakın', 'takip', 'et', 'adalet', 'bakan', 'yılmaz', 'tunç', 'yargı', 'paket', 'milletvekili', 'taslak', 'üzer', 'ki', 'değerlendirme', 'tamamla', 'ardından', 'teklife', 'dönüş', 'bil', 'ceza', 'indir', 'denetimli', 'serb']",other,-0.875,negatif
"['adana', 'fırt', 'vinç', 'de']",other,0.4588,pozitif
"['son', 'dakika', 'facia', 'dön', 'adana', 'şiddet', 'li', 'yağmur', 'rüzgar', 'ağaç', 'kök', 'sök', 'inşaat', 'i', 'vinç', 'de']",other,-0.8402,negatif
"['atatürk', 'heykel', 'taş', 'sal']",other,0.6124,pozitif
"['son', 'dakika', 'haber', 'elazığ', 'kent', 'merkez', 'bulun', 'atatürk', 'heykel', 'taş', 'sal', 'hk', 'adliye', 'sevk', 'et', 'şüphel', 'adliye', 'ki', 'işlem', 'sür']",other,0.0,nötr
"['türksat', 'an', 'son', 'ateşleme', 'başarı', 'gerçekleş']",technology,0.25,pozitif
"['türkiye', 'ilk', 'yerli', 'milli', 'haberleş', 'uydu', 'türksat', 'an', 'yörünge', 'yolculuk', 'inci', 'son', 'ateşleme', 'başarı', 'gerçekleş', 'türksat', 'an', 'yörünge', 'yolculuk', 'planla', 'ateşleme', 'son', 'er', 'belir', 'uraloğlu', 'başla', 'd']",technology,0.25,pozitif
"['son', 'dakika', 'türksat', 'gece', 'uza', 'fırlat', 'bakan', 'uraloğlu', 'cin', 'türk', 'anlat']",technology,-0.7906,negatif
"['son', 'dakika', 'haber', 'türksat', 'gece', 'abd', 'spacex', 'fırlatma', 'merkez', 'uza', 'fırlat', 'ulaş', 'altyap', 'bakan', 'abdulka', 'i', 'uraloğlu', 'cin', 'türk', 'konu', 'ilişkin', 'açıklama', 'bulun', 'bakan', 'uraloğlu', 'yıllık', 'serüven', 'bahset', 'inşallah']",technology,-0.875,negatif
"['son', 'dakika', 'cumhurbaşkanı', 'erdoğan', 'ceza', 'merih', 'şah', 'türk', 'millet', 'dönük', 'ver']",politics,-0.25,negatif
"['cumhurbaşkanı', 'recep', 'tayyip', 'erdoğan', 'uefan', 'euro', 'ün', 'son', 'tur', 'oyna', 'avusturya', 'maçında', 'ki', 'bozkurt', 'hareket', 'neden', 'milli', 'futbolcu', 'merih', 'demirale', 'ver', 'ceza', 'ilgili', 'uefan', 'ver', 'ceza', 'tamamen', 'siyasi', 'ceza', 'merih', 'şah', 'değil', 'as']",politics,0.7184,pozitif
"['son', 'dakika', 'soğuk', 'cüz', 'deta', 'polat', 'çift', 'yönelik', 'hazırla', 'iddianame', 'detay', 'orta', 'çık']",entertainment,-0.4588,negatif
"['istanbul', 'merkezli', 'ilde', 'düzenle', 'operasyon', 'ardından', 'dilan', 'polat', 'eş', 'engin', 'polat', 'tutuklan', 'soruşturma', 'sonuç', 'hazırla', 'iddianame', 'detay', 'ulaş', 'iddianame', 'yasa', 'dış', 'yol', 'edin', 'para', 'soğuk', 'cüz', 'yöntem', 'sis']",entertainment,-0.9584,negatif
"['son', 'dakika', 'bakan', 'kacır', 'cin', 'türke', 'soru', 'yanıtla', 'uy', 'üretim', 'ilk', 'deyiz']",technology,-0.4588,negatif
